label,role,scenario_name,mechanism_tags,key_observables,backend,geometry,solver_mode,restart_mode,hydraulic_mode,source_mode,source_pressure_independent,targeted_source_channel,configured_pf_rate,configured_theta_rate,target_constituent,source_pf,source_theta,source_region,converged,wall_time_seconds,degrees_of_freedom_total,mesh_num_cells_final,mesh_num_vertices_final,mass_final,ratio_final,min_J,mechanical_history_band,numerical_cost_band,min_J_min,min_J_time_of_min,min_J_final,min_J_duration_below_0_95,min_J_duration_below_0_8,min_J_duration_below_0_5,min_J_duration_below_0_2,min_J_recovered_above_0_95,min_Je_min,min_Je_time_of_min,max_pf_max,max_pf_time_of_max,p_eff_range_max,p_eff_range_time_of_max,source_pf_min,source_pf_time_of_min,source_pf_max,source_pf_time_of_max,source_pf_sign_change,source_theta_min,source_theta_time_of_min,source_theta_max,source_theta_time_of_max,source_theta_sign_change,J_fraction_ref_below_0_8_max,J_fraction_ref_below_0_8_time_of_max,J_fraction_def_below_0_8_max,J_fraction_def_below_0_8_time_of_max,J_p01_ref_min,J_p01_ref_time_of_min,J_p05_ref_min,J_p05_ref_time_of_min,J_p01_def_min,J_p01_def_time_of_min,J_p05_def_min,J_p05_def_time_of_min,low_J_extent_warning,min_J_min_all_attempts,min_J_time_of_min_all_attempts,max_pf_max_all_attempts,max_pf_time_of_max_all_attempts,p_eff_range_max_all_attempts,p_eff_range_time_of_max_all_attempts,source_pf_min_all_attempts,source_pf_time_of_min_all_attempts,source_pf_max_all_attempts,source_pf_time_of_max_all_attempts,source_pf_sign_change_all_attempts,source_theta_min_all_attempts,source_theta_time_of_min_all_attempts,source_theta_max_all_attempts,source_theta_time_of_max_all_attempts,source_theta_sign_change_all_attempts,accepted_steps,attempt_rows,min_dt_accepted,min_dt_attempted,failed_attempts_total,total_volume_ratio_final,lumen_volume_ratio_final,tissue_volume_ratio_final,area_ratio_final,domain_measure_ref_final,domain_measure_def_final,domain_measure_ratio_final,max_u_final,J_fraction_ref_below_0_8_final,J_fraction_def_below_0_8_final,J_p01_ref_final,J_p05_ref_final,J_p01_def_final,J_p05_def_final,lumen_interface_measure_ref_final,lumen_interface_measure_def_final,lumen_characteristic_length_ref_final,lumen_characteristic_length_def_final,flow_potential_min_final,flow_potential_max_final,flow_potential_range_final,p_eff_min_final,p_eff_max_final,p_eff_range_final,theta_eq_min_final,theta_eq_max_final,theta_eq_range_final,storage_strain_min_final,storage_strain_max_final,storage_strain_range_final
mig-source-s30-pf-only-autonomous-lumen-t120-aborted,peer,canonical disk source pf only autonomous closed direct start s30 t120 lumen dt5e-4 steering off,"hydraulic:closed, preferred_hydration, source_driven, autonomous_biomass, source_mode:autonomous_pf, source_pf, source_region:all","area_ratio, max_u, theta_eq_range, storage_strain_range",snes,disk,monolithic,startup,,autonomous_pf,True,pf,30.0,0.0,lumen,30.0,0.0,all,False,,,,,2.8916857533789866,0.9998063637381968,0.05259762996153212,red,red,0.05259762996153212,0.04900000000000004,0.05259762996153212,0.048500000000000036,0.026000000000000023,0.009000000000000008,0.0040000000000000036,False,0.05259762996153212,0.04900000000000004,1.7163411801455652,0.04900000000000004,0.06985271575915375,0.047500000000000035,30.0,0.0,30.0,0.0,False,0.0,0.0,0.0,0.0,False,0.38052907028631244,0.04900000000000004,0.24684725631486368,0.04900000000000004,0.068051426758307,0.04900000000000004,0.1914334217204317,0.04900000000000004,0.24489441716761856,0.04900000000000004,0.5123195700913918,0.04900000000000004,True,0.05259762996153212,0.04900000000000004,1.7163411801455652,0.04900000000000004,0.06985271575915375,0.047500000000000035,30.0,0.0,30.0,0.0,False,0.0,0.0,0.0,0.0,False,99,99,0.0005,0.0005,0,0.8105737711678015,0.7639045340265616,0.9759036333068929,0.8105737711678015,3.140290796624407,2.5454373535833854,0.8105737711678015,0.18652550719048824,0.38052907028631244,0.24684725631486368,0.068051426758307,0.1914334217204317,0.24489441716761856,0.5123195700913918,6.972070872804721,6.660577601572589,0.7025146038109862,0.5617516349099823,-0.000606625002936731,0.06887881496802666,0.06948543997096339,-0.000606625002936731,0.06887881496802666,0.06948543997096339,0.016418294099272174,0.029442898257764683,0.01302460415849251,-0.014528411920967838,0.28036310853984303,0.29489152046081085
mig-source-s30-pf-only-autonomous-tissue-t120,peer,canonical disk source pf only autonomous closed direct start s30 t120 tissue dt5e-4 steering off,"hydraulic:closed, preferred_hydration, source_driven, autonomous_biomass, source_mode:autonomous_pf, source_pf, source_region:all","area_ratio, max_u, theta_eq_range, storage_strain_range",snes,disk,monolithic,startup,,autonomous_pf,True,pf,-30.0,0.0,tissue,-30.0,0.0,all,True,1044.4443844270427,18342,2972,1550,-5.068951416062648,-2534426591164.0957,0.23860392329038807,amber,amber,0.23860392329038807,0.12,0.23860392329038807,0.09349999999999999,0.07549999999999997,0.04349999999999994,0.0,False,0.19883660274199005,0.12,0.5636662693841494,0.0,0.7354013694774151,0.12,-30.0,0.0,-30.0,0.0,False,0.0,0.0,0.0,0.0,False,1.0,0.10700000000000008,1.0,0.10700000000000008,0.23869708884587126,0.12,0.23903012896766182,0.12,0.23872728931417697,0.12,0.2395807609142702,0.12,True,0.23860392329038807,0.12,0.5636662693841494,0.0,0.7354013694774151,0.12,-30.0,0.0,-30.0,0.0,False,0.0,0.0,0.0,0.0,False,241,241,0.0004999999999999033,0.0004999999999999033,0,0.3811126049720973,0.0,0.3811126049720973,0.3811126049720973,3.140290796624407,1.1968044058714304,0.3811126049720973,0.3921707027302805,1.0,1.0,0.23869708884587126,0.23903012896766182,0.23872728931417697,0.2395807609142702,0.0,0.0,0.0,0.0,0.8671445404960814,1.6025459099734964,0.7354013694774151,0.8671445404960814,1.6025459099734964,0.7354013694774151,0.03125863010027098,0.05324849877742948,0.0219898686771585,0.8500918980571381,1.602543159042792,0.752451260985654
