label,role,scenario_name,mechanism_tags,key_observables,backend,geometry,solver_mode,restart_mode,hydraulic_mode,biomass_mode,pf_role,source_mode,source_pressure_independent,targeted_source_channel,configured_g_rate,configured_pf_rate,configured_theta_rate,configured_theta_per_g,effective_theta_rate,target_constituent,source_pf,source_theta,source_region,converged,wall_time_seconds,degrees_of_freedom_total,mesh_num_cells_final,mesh_num_vertices_final,mass_final,ratio_final,min_J,mechanical_history_band,numerical_cost_band,min_J_min,min_J_time_of_min,min_J_final,min_J_duration_below_0_95,min_J_duration_below_0_8,min_J_duration_below_0_5,min_J_duration_below_0_2,min_J_recovered_above_0_95,min_Je_min,min_Je_time_of_min,max_pf_max,max_pf_time_of_max,p_eff_range_max,p_eff_range_time_of_max,source_pf_min,source_pf_time_of_min,source_pf_max,source_pf_time_of_max,source_pf_sign_change,source_theta_min,source_theta_time_of_min,source_theta_max,source_theta_time_of_max,source_theta_sign_change,J_fraction_ref_below_0_8_max,J_fraction_ref_below_0_8_time_of_max,J_fraction_def_below_0_8_max,J_fraction_def_below_0_8_time_of_max,J_p01_ref_min,J_p01_ref_time_of_min,J_p05_ref_min,J_p05_ref_time_of_min,J_p01_def_min,J_p01_def_time_of_min,J_p05_def_min,J_p05_def_time_of_min,low_J_extent_warning,min_J_min_all_attempts,min_J_time_of_min_all_attempts,max_pf_max_all_attempts,max_pf_time_of_max_all_attempts,p_eff_range_max_all_attempts,p_eff_range_time_of_max_all_attempts,source_pf_min_all_attempts,source_pf_time_of_min_all_attempts,source_pf_max_all_attempts,source_pf_time_of_max_all_attempts,source_pf_sign_change_all_attempts,source_theta_min_all_attempts,source_theta_time_of_min_all_attempts,source_theta_max_all_attempts,source_theta_time_of_max_all_attempts,source_theta_sign_change_all_attempts,accepted_steps,attempt_rows,min_dt_accepted,min_dt_attempted,failed_attempts_total,g_final,g_increment_final,total_volume_ratio_final,lumen_volume_ratio_final,tissue_volume_ratio_final,area_ratio_final,domain_measure_ref_final,domain_measure_def_final,domain_measure_ratio_final,max_u_final,J_fraction_ref_below_0_8_final,J_fraction_def_below_0_8_final,J_p01_ref_final,J_p05_ref_final,J_p01_def_final,J_p05_def_final,lumen_interface_measure_ref_final,lumen_interface_measure_def_final,lumen_characteristic_length_ref_final,lumen_characteristic_length_def_final,flow_potential_min_final,flow_potential_max_final,flow_potential_range_final,p_eff_min_final,p_eff_max_final,p_eff_range_final,theta_eq_min_final,theta_eq_max_final,theta_eq_range_final,storage_strain_min_final,storage_strain_max_final,storage_strain_range_final
bio-mass-g-only-calibration-rate-0p2,achieved,g-only rate 0.2,"constituent_addition, biomass_mode:g_only, geometry:disk, fixed_mesh, direct_start, growth_regime:rate_ladder, growth_rate:0p2, target_regime:nonexpanding, division_sites:dormant_material_scaffold, hydraulic:closed, preferred_hydration, source_g","g_final, g_increment_final, area_ratio, max_u, min_J, p_eff_range_final, storage_strain_range_final, site_count",snes,disk,monolithic,startup,,g_only,response_only,not_applicable,True,g,0.2,0.0,0.0,0.0,0.0,tissue,0.0,0.0,all,True,242.7548678610474,18342,2972,1550,0.5835720178604032,1.5929679982710454,0.8420012093048641,amber,amber,0.7752284742981553,0.022000000000000016,0.8420012093048641,0.0495,0.007500000000000007,0.0,0.0,False,0.7752232276481057,0.022000000000000016,1.0369566733650932,0.05,0.02895240983234863,0.02550000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.002820288321898903,0.024000000000000018,0.002268177050541474,0.024000000000000018,0.847245297855232,0.036000000000000025,0.9271005450202703,0.001,0.851939431670235,0.03800000000000003,0.9293403175674992,0.0005,False,0.7752284742981553,0.022000000000000016,1.0369566733650932,0.05,0.02895240983234863,0.02550000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,101,101,0.0004999999999999657,0.0004999999999999657,0,1.01,0.010000000000000009,0.9933566870850589,0.9329498242884703,1.0004360829384713,0.9933566870850589,3.140290796624407,3.1194288622185216,0.9933566870850589,0.01535999540007717,0.0,0.0,0.8512804454817398,0.941014066858478,0.8534567322224134,0.9521936911060419,2.592791940742088,2.55932484094112,0.2541048995391457,0.24016713778790813,0.0010411573079440368,0.012687731060047457,0.01164657375210342,0.0010411573079440368,0.012687731060047457,0.01164657375210342,0.019815216633174537,0.02992860015902936,0.010113383525854822,-0.002342252167207564,0.026537884299197595,0.028880136466405158
