label,role,scenario_name,mechanism_tags,key_observables,backend,geometry,solver_mode,restart_mode,converged,wall_time_seconds,degrees_of_freedom_total,mesh_num_cells_final,mesh_num_vertices_final,mass_final,ratio_final,min_J,area_ratio_final,max_u_final,flow_potential_min_final,flow_potential_max_final,flow_potential_range_final,p_eff_min_final,p_eff_max_final,p_eff_range_final,theta_eq_min_final,theta_eq_max_final,theta_eq_range_final,storage_strain_min_final,storage_strain_max_final,storage_strain_range_final
fixed2-snes-default-visual,achieved,,"hydraulic:closed, preferred_hydration","area_ratio, max_u, theta_eq_range, storage_strain_range",snes,disk,monolithic,startup,True,5.925521828001365,18342,2972,1550,0.5835720178604034,1.0174979985546582,0.8581168124515397,0.9798480747703161,0.013674027002832484,0.007102237987789605,0.022836778628452563,0.01573454064066296,0.007102237987789605,0.022836778628452563,0.01573454064066296,0.022312297864396813,0.029903872802110168,0.007591574937713355,0.007135331615288059,0.036729302930832264,0.029593971315544206
