label,role,scenario_name,mechanism_tags,key_observables,backend,geometry,solver_mode,restart_mode,converged,wall_time_seconds,degrees_of_freedom_total,mesh_num_cells_final,mesh_num_vertices_final,mass_final,ratio_final,min_J,area_ratio_final,max_u_final,lumen_interface_measure_ref_final,lumen_interface_measure_def_final,lumen_characteristic_length_ref_final,lumen_characteristic_length_def_final,flow_potential_min_final,flow_potential_max_final,flow_potential_range_final,p_eff_min_final,p_eff_max_final,p_eff_range_final,theta_eq_min_final,theta_eq_max_final,theta_eq_range_final,storage_strain_min_final,storage_strain_max_final,storage_strain_range_final
canonical-disk-growth-tissue-microlumens-gmax4p0-grate2p5-tend1p2,achieved,Canonical Disk Tissue-Phase Mass-Preserving Deformation g_max=4.0,"hydraulic:closed, preferred_hydration","area_ratio, max_u, theta_eq_range, storage_strain_range",snes,disk,monolithic,startup,True,8622.51195058308,18342,2972,1550,0.7340556802229594,0.9881946058270471,2.084572799335452,3.6693450062600537,0.9180009729247601,3.9889106772971896,6.708544106013626,0.33033636945546685,0.6343618460532718,-0.006836280044480202,0.007084316272502461,0.013920596316982663,-0.006836280044480202,0.007084316272502461,0.013920596316982663,0.02003512004019973,0.030064865604098996,0.010029745563899267,-0.06833987736580248,0.09852541935235218,0.16686529671815464
