step,time,threshold,roi_max_r,analysis_mode,mesh_index,n_components,lumen_node_fraction,largest_component_fraction,second_component_fraction,centroid_x,centroid_y,centroid_z,largest_centroid_x,largest_centroid_y,largest_centroid_z,total_component_volume,largest_component_volume,second_component_volume,min_pairwise_centroid_distance,mean_pairwise_centroid_distance,min_gap,edge_components,ref_n_components,ref_largest_component_fraction,ref_second_component_fraction,ref_centroid_x,ref_centroid_y,ref_centroid_z,ref_largest_centroid_x,ref_largest_centroid_y,ref_largest_centroid_z,ref_total_component_volume,ref_largest_component_volume,ref_second_component_volume,ref_min_pairwise_centroid_distance,ref_mean_pairwise_centroid_distance,ref_min_gap,ref_edge_components,def_n_components,def_largest_component_fraction,def_second_component_fraction,def_centroid_x,def_centroid_y,def_centroid_z,def_largest_centroid_x,def_largest_centroid_y,def_largest_centroid_z,def_total_component_volume,def_largest_component_volume,def_second_component_volume,def_min_pairwise_centroid_distance,def_mean_pairwise_centroid_distance,def_min_gap,def_edge_components
0,0.0,0.45,,scientific,0,8,0.012903225806451613,0.19999999975690147,0.16666666671731215,-0.010570717518681955,-0.023665861241827336,nan,-0.0008450171323492692,-0.44043451600558076,nan,0.03229613408974467,0.006459226810097791,0.005382689016593098,0.30314463658315305,0.5527933133865146,0.23456885413140563,0,8,0.19999999975690147,0.16666666671731215,-0.010570717518681955,-0.023665861241827336,nan,-0.0008450171323492692,-0.44043451600558076,nan,0.03229613408974467,0.006459226810097791,0.005382689016593098,0.30314463658315305,0.5527933133865146,0.23456885413140563,0,8,0.19999999975690147,0.16666666671731215,-0.010570717518681955,-0.023665861241827336,nan,-0.0008450171323492692,-0.44043451600558076,nan,0.03229613408974467,0.006459226810097791,0.005382689016593098,0.30314463658315305,0.5527933133865146,0.23456885413140563,0
1,0.001,0.45,,scientific,0,0,0.0012903225806451613,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0,0,0.0,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,0
2,0.002,0.45,,scientific,0,4,0.00967741935483871,0.2611161693944332,0.2609446849180116,-0.00026531995040703733,-0.016982139243264794,nan,0.3887096550002435,0.00024192596223759807,nan,0.022523813383967275,0.005881331870976601,0.005877469386631433,0.5451901460280661,0.6321781334756431,0.4586691359899902,0,4,0.26086956525847715,0.2608695652584767,-0.0005607542312253235,-0.017555998613731628,nan,-0.41561531100254717,-0.000626870678294497,nan,0.02476036947242859,0.006459226819911716,0.006459226819911705,0.5638110217814194,0.6539025164680267,0.4731239608904469,0,4,0.2611161693944332,0.2609446849180116,-0.00026531995040703733,-0.016982139243264794,nan,0.3887096550002435,0.00024192596223759807,nan,0.022523813383967275,0.005881331870976601,0.005877469386631433,0.5451901460280661,0.6321781334756431,0.4586691359899902,0
3,0.0025,0.45,,scientific,0,4,0.025806451612903226,0.2741325024493253,0.24656748056244063,-0.0015149602490432713,-0.013137189634115252,nan,-0.005217246127552749,-0.36289466229089995,nan,0.07180983887194986,0.019685410830450452,0.01770597105025149,0.5177585707392034,0.5924202243933524,0.3636364580702222,0,4,0.27397260267227064,0.24657534248866278,-0.0016385915995603012,-0.013503784509325436,nan,-0.005435073977290165,-0.3750921487051171,nan,0.07858725963495755,0.0215307560590708,0.019377680459735123,0.5351313595763744,0.6123168416760296,0.3739665744609425,0,4,0.2741325024493253,0.24656748056244063,-0.0015149602490432713,-0.013137189634115252,nan,-0.005217246127552749,-0.36289466229089995,nan,0.07180983887194986,0.019685410830450452,0.01770597105025149,0.5177585707392034,0.5924202243933524,0.3636364580702222,0
4,0.003,0.45,,scientific,0,4,0.04258064516129032,0.2631832512455386,0.24564822269597336,0.0019568954228191132,0.008834486101607423,nan,0.0015183047133008577,0.36092050296925565,nan,0.11232787935266979,0.029562816493552243,0.027593143922191057,0.5021523107224153,0.5748373169639555,0.31143233630704154,0,4,0.26315789476342394,0.245614035112529,0.0020035312692069517,0.009073319336865329,nan,0.001534150514011098,0.37289600695603786,nan,0.12272530956592594,0.03229613409955856,0.030143058492921322,0.5188157948279085,0.5939109003928155,0.31947135732602944,0,4,0.2631832512455386,0.24564822269597336,0.0019568954228191132,0.008834486101607423,nan,0.0015183047133008577,0.36092050296925565,nan,0.11232787935266979,0.029562816493552243,0.027593143922191057,0.5021523107224153,0.5748373169639555,0.31143233630704154,0
5,0.0035,0.45,,scientific,0,4,0.05032258064516129,0.25507740403383394,0.25502078768073533,-0.0019897199976907196,0.0012840577907583827,nan,0.00265417332392958,-0.34397371386293313,nan,0.14719478128446586,0.037546062697369514,0.03753772906565805,0.48533324836185354,0.5579114329313222,0.2696305710553831,0,4,0.255033557069363,0.25503355698159724,-0.0020377125591675618,0.001334174313700853,nan,-0.003296954454683492,0.3606243107443654,nan,0.16040413268039616,0.04090843652610749,0.040908436512029495,0.5012551086654132,0.5762476364052852,0.2760745467319058,0,4,0.25507740403383394,0.25502078768073533,-0.0019897199976907196,0.0012840577907583827,nan,0.00265417332392958,-0.34397371386293313,nan,0.14719478128446586,0.037546062697369514,0.03753772906565805,0.48533324836185354,0.5579114329313222,0.2696305710553831,0
6,0.00375,0.45,,scientific,0,4,0.05806451612903226,0.2604615659855213,0.2544397785707804,0.0016183614142602737,-0.0008469114021170689,nan,0.0030485120896227894,-0.3399032525636144,nan,0.16722006664931272,0.043554400423683234,0.04254743673084226,0.4776155160236346,0.5470999823367778,0.24722410260153,0,4,0.26035502952818473,0.2544378698423042,0.0016239813545707612,-0.0008647404151370015,nan,0.003112478525926207,-0.3510747953693537,nan,0.1819348887466749,0.047367663331847554,0.04629112554270057,0.4932788033993789,0.5650489405415596,0.25294162582614105,0,4,0.2604615659855213,0.2544397785707804,0.0016183614142602737,-0.0008469114021170689,nan,0.0030485120896227894,-0.3399032525636144,nan,0.16722006664931272,0.043554400423683234,0.04254743673084226,0.4776155160236346,0.5470999823367778,0.24722410260153,0
7,0.004,0.45,,scientific,0,4,0.06516129032258064,0.2555522898972485,0.2554677294922562,0.00375607922553081,0.0022162416239514095,nan,0.33401959905670925,-0.0008479263798623682,nan,0.1823593797462564,0.04660235707839774,0.04658693669539226,0.473055978072898,0.5396493052527088,0.23175208910939737,0,4,0.2554347826269741,0.2554347826269737,0.003791690998912702,0.002232199986944355,nan,0.34489834329120284,-0.00089607725974835,nan,0.19808295579645147,0.050597276755975105,0.05059727675597503,0.48862396993252427,0.5573266898614418,0.23706513389286937,0,4,0.2555522898972485,0.2554677294922562,0.00375607922553081,0.0022162416239514095,nan,0.33401959905670925,-0.0008479263798623682,nan,0.1823593797462564,0.04660235707839774,0.04658693669539226,0.473055978072898,0.5396493052527088,0.23175208910939737,0
8,0.00425,0.45,,scientific,0,4,0.0696774193548387,0.25781202906533174,0.25265084746508937,-0.0027419242223362503,0.004414572191449174,nan,-0.003733121275605814,0.33280943994057305,nan,0.19257129516065807,0.049647196345108155,0.04865330091979013,0.46610253635332677,0.5347336542536687,0.21693708698501712,0,4,0.25773195878038374,0.25257731960477664,-0.0028159263704642685,0.004469691377163916,nan,-0.0038657112595584693,0.34370365253572166,nan,0.20884833382963336,0.05382689016593088,0.052750352362612385,0.48148481239360913,0.5522525122054253,0.22189762667050378,0,4,0.25781202906533174,0.25265084746508937,-0.0027419242223362503,0.004414572191449174,nan,-0.003733121275605814,0.33280943994057305,nan,0.19257129516065807,0.049647196345108155,0.04865330091979013,0.46610253635332677,0.5347336542536687,0.21693708698501712,0
9,0.0045000000000000005,0.45,,scientific,0,4,0.07290322580645162,0.260812301272264,0.2464038414734519,-0.0038691296489955017,0.004605058440523676,nan,-0.006591995197600352,0.3281300279982776,nan,0.209932237137378,0.054752909879034195,0.0517281096797656,0.45702040256008175,0.525174849052526,0.1968744226447169,0,4,0.2606635071252744,0.24644549764571466,-0.003981398174670884,0.004668050231239699,nan,-0.0068012214490984525,0.33886940277217087,nan,0.2271494764860504,0.05920957918252396,0.05597996577256825,0.472137820618406,0.5423991813374903,0.20143169963920995,0,4,0.260812301272264,0.2464038414734519,-0.0038691296489955017,0.004605058440523676,nan,-0.006591995197600352,0.3281300279982776,nan,0.209932237137378,0.054752909879034195,0.0517281096797656,0.45702040256008175,0.525174849052526,0.1968744226447169,0
