probe,case,backend,ok,status,accepted_evolved_steps,accepted_rows,metrics_row_count,final_time,biot_options,has_lu,has_ilu,has_preonly,has_gmres,has_fgmres,uses_newtontr,error,startup_seconds,run_seconds,total_seconds,run_dir
fixed2_snes_timing_refine,snes_default,snes,True,pass,2,3,3,0.002,"snes_type=newtonls, snes_linesearch_type=bt, snes_max_it=40",False,False,False,False,False,False,,15.063053763005883,15.247256116010249,30.310311681008898,output/fixed2-disk-solver-matrix/2026-03-25/snes_timing_refine/snes_default/run/canonical_disk_fixed2
fixed2_snes_timing_refine,snes_biot_gmres_ilu_explicit,snes,True,pass,2,3,3,0.002,"snes_type=newtonls, snes_linesearch_type=bt, snes_max_it=40, ksp_type=gmres, pc_type=ilu",False,True,False,True,False,False,,15.037865615973715,15.710669610998593,30.74853775196243,output/fixed2-disk-solver-matrix/2026-03-25/snes_timing_refine/snes_biot_gmres_ilu_explicit/run/canonical_disk_fixed2
fixed2_snes_timing_refine,snes_biot_gmres_ilu_restart50,snes,True,pass,2,3,3,0.002,"snes_type=newtonls, snes_linesearch_type=bt, snes_max_it=40, ksp_type=gmres, pc_type=ilu, ksp_gmres_restart=50",False,True,False,True,False,False,,14.99905000498984,15.074654860014562,30.073706479975954,output/fixed2-disk-solver-matrix/2026-03-25/snes_timing_refine/snes_biot_gmres_ilu_restart50/run/canonical_disk_fixed2
fixed2_snes_timing_refine,snes_biot_gmres_ilu_ksp_rtol_1e_8,snes,True,pass,2,3,3,0.002,"snes_type=newtonls, snes_linesearch_type=bt, snes_max_it=40, ksp_type=gmres, pc_type=ilu, ksp_rtol=1.0e-8",False,True,False,True,False,False,,15.60378712095553,16.680703065998387,32.28449238196481,output/fixed2-disk-solver-matrix/2026-03-25/snes_timing_refine/snes_biot_gmres_ilu_ksp_rtol_1e_8/run/canonical_disk_fixed2
fixed2_snes_timing_refine,snes_biot_newtontr_gmres_ilu,snes,True,pass,2,3,3,0.002,"snes_type=newtontr, snes_max_it=40, ksp_type=gmres, pc_type=ilu",False,True,False,True,False,True,,15.637294246989768,15.420781295979396,31.058077630994376,output/fixed2-disk-solver-matrix/2026-03-25/snes_timing_refine/snes_biot_newtontr_gmres_ilu/run/canonical_disk_fixed2
