label,role,scenario_name,mechanism_tags,key_observables,backend,geometry,solver_mode,restart_mode,converged,wall_time_seconds,degrees_of_freedom_total,mesh_num_cells_final,mesh_num_vertices_final,mass_final,ratio_final,min_J,mechanical_history_band,numerical_cost_band,min_J_min,min_J_time_of_min,min_J_final,min_J_duration_below_0_95,min_J_duration_below_0_8,min_J_duration_below_0_5,min_J_duration_below_0_2,min_J_recovered_above_0_95,min_Je_min,min_Je_time_of_min,max_pf_max,max_pf_time_of_max,p_eff_range_max,p_eff_range_time_of_max,J_fraction_ref_below_0_8_max,J_fraction_ref_below_0_8_time_of_max,J_fraction_def_below_0_8_max,J_fraction_def_below_0_8_time_of_max,J_p01_ref_min,J_p01_ref_time_of_min,J_p05_ref_min,J_p05_ref_time_of_min,J_p01_def_min,J_p01_def_time_of_min,J_p05_def_min,J_p05_def_time_of_min,low_J_extent_warning,min_J_min_all_attempts,min_J_time_of_min_all_attempts,max_pf_max_all_attempts,max_pf_time_of_max_all_attempts,p_eff_range_max_all_attempts,p_eff_range_time_of_max_all_attempts,accepted_steps,attempt_rows,min_dt_accepted,min_dt_attempted,failed_attempts_total,area_ratio_final,domain_measure_ref_final,domain_measure_def_final,domain_measure_ratio_final,max_u_final,J_fraction_ref_below_0_8_final,J_fraction_def_below_0_8_final,J_p01_ref_final,J_p05_ref_final,J_p01_def_final,J_p05_def_final,lumen_interface_measure_ref_final,lumen_interface_measure_def_final,lumen_characteristic_length_ref_final,lumen_characteristic_length_def_final,flow_potential_min_final,flow_potential_max_final,flow_potential_range_final,p_eff_min_final,p_eff_max_final,p_eff_range_final,theta_eq_min_final,theta_eq_max_final,theta_eq_range_final,storage_strain_min_final,storage_strain_max_final,storage_strain_range_final
mass-injecting-sphere-s75-closed,achieved,canonical sphere source pf only closed direct start s75 long,"geometry:sphere, source_driven, hydraulic:closed, pf_only, direct_start, exploratory_extension, preferred_hydration","min_J, max_pf, J_fraction_ref_below_0_8, J_p01_ref, p_eff_range",snes,sphere,monolithic,restart,True,39337.126239164034,120491,93159,17213,1.0547707394005694,0.9455850575840393,1.02015324451395,green,amber,0.8914989186678624,0.03,1.02015324451395,0.023499999999999993,0.0,0.0,0.0,True,0.8914989186678624,0.03,1.0604000457998881,0.04949999999999999,0.029866853525668303,0.03,0.0,0.03,0.0,0.03,0.9163820669822679,0.03,0.9898532277678808,0.03,0.9178137947384618,0.03,0.995762989326342,0.03,False,0.8914989186678624,0.03,1.0604000457998881,0.04949999999999999,0.029866853525668303,0.03,361,361,0.0002499999999999447,0.0002499999999999447,0,1.1449208765838665,4.183098271533233,4.789316539880287,1.1449208765838665,0.05277368824459397,0.0,0.0,1.0250540567263149,1.0617371542907141,1.0254906716147214,1.0709588288196414,5.8679975896611545,6.232343398138109,0.3372445295330016,0.34244713467141213,-1.1793142193973417e-05,0.027759169088079967,0.027770962230273942,-1.1793142193973417e-05,0.027759169088079967,0.027770962230273942,0.01971925175716997,0.029927700739613382,0.010208448982443413,-0.0035692346855834625,0.034985208245726304,0.03855444293130977
