label,role,scenario_name,mechanism_tags,key_observables,backend,geometry,solver_mode,restart_mode,hydraulic_mode,biomass_mode,pf_role,source_mode,source_pressure_independent,targeted_source_channel,configured_g_rate,configured_pf_rate,configured_theta_rate,configured_theta_per_g,effective_theta_rate,theta_source_profile,theta_seed_radius,target_constituent,source_pf,source_theta,source_region,division_site_active_indices,division_site_active_count,converged,wall_time_seconds,degrees_of_freedom_total,mesh_num_cells_final,mesh_num_vertices_final,mass_final,ratio_final,min_J,mechanical_history_band,numerical_cost_band,min_J_min,min_J_time_of_min,min_J_final,min_J_duration_below_0_95,min_J_duration_below_0_8,min_J_duration_below_0_5,min_J_duration_below_0_2,min_J_recovered_above_0_95,min_Je_min,min_Je_time_of_min,max_pf_max,max_pf_time_of_max,p_eff_range_max,p_eff_range_time_of_max,source_pf_min,source_pf_time_of_min,source_pf_max,source_pf_time_of_max,source_pf_sign_change,source_theta_min,source_theta_time_of_min,source_theta_max,source_theta_time_of_max,source_theta_sign_change,J_fraction_ref_below_0_8_max,J_fraction_ref_below_0_8_time_of_max,J_fraction_def_below_0_8_max,J_fraction_def_below_0_8_time_of_max,J_p01_ref_min,J_p01_ref_time_of_min,J_p05_ref_min,J_p05_ref_time_of_min,J_p01_def_min,J_p01_def_time_of_min,J_p05_def_min,J_p05_def_time_of_min,low_J_extent_warning,min_J_min_all_attempts,min_J_time_of_min_all_attempts,max_pf_max_all_attempts,max_pf_time_of_max_all_attempts,p_eff_range_max_all_attempts,p_eff_range_time_of_max_all_attempts,source_pf_min_all_attempts,source_pf_time_of_min_all_attempts,source_pf_max_all_attempts,source_pf_time_of_max_all_attempts,source_pf_sign_change_all_attempts,source_theta_min_all_attempts,source_theta_time_of_min_all_attempts,source_theta_max_all_attempts,source_theta_time_of_max_all_attempts,source_theta_sign_change_all_attempts,accepted_steps,attempt_rows,min_dt_accepted,min_dt_attempted,failed_attempts_total,g_final,g_increment_final,total_volume_ratio_final,lumen_volume_ratio_final,tissue_volume_ratio_final,area_ratio_final,domain_measure_ref_final,domain_measure_def_final,domain_measure_ratio_final,max_u_final,J_fraction_ref_below_0_8_final,J_fraction_def_below_0_8_final,J_p01_ref_final,J_p05_ref_final,J_p01_def_final,J_p05_def_final,lumen_interface_measure_ref_final,lumen_interface_measure_def_final,lumen_characteristic_length_ref_final,lumen_characteristic_length_def_final,flow_potential_min_final,flow_potential_max_final,flow_potential_range_final,p_eff_min_final,p_eff_max_final,p_eff_range_final,theta_eq_min_final,theta_eq_max_final,theta_eq_range_final,storage_strain_min_final,storage_strain_max_final,storage_strain_range_final
bio-mass-g-only-calibration-rate-1p0,achieved,g-only rate 1.0,"constituent_addition, biomass_mode:g_only, geometry:disk, fixed_mesh, direct_start, growth_regime:rate_ladder, growth_rate:1p0, target_regime:transition, division_sites:dormant_material_scaffold, hydraulic:closed, preferred_hydration, source_g","g_final, g_increment_final, area_ratio, max_u, min_J, p_eff_range_final, storage_strain_range_final, site_count",snes,disk,monolithic,startup,,g_only,response_only,not_applicable,True,g,1.0,0.0,0.0,0.0,0.0,uniform,0.0,tissue,0.0,0.0,all,,0,True,264.17050228407606,18342,2972,1550,0.5835720178604036,1.6039701822090562,0.885438169770171,amber,amber,0.7957503977626504,0.022000000000000016,0.885438169770171,0.0495,0.0030000000000000027,0.0,0.0,False,0.7957266392645385,0.022000000000000016,1.0370438638373514,0.05,0.028252110902265263,0.02600000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,0.0005324723929157568,0.022000000000000016,0.00042549677141152,0.022000000000000016,0.8727679189306083,0.02500000000000002,0.9274774756434263,0.0005,0.8796005647102121,0.0025,0.9295835191497324,0.0005,False,0.7957503977626504,0.022000000000000016,1.0370438638373514,0.05,0.028252110902265263,0.02600000000000002,0.0,0.0,0.0,0.0,False,0.0,0.0,0.0,0.0,False,101,101,0.0004999999999999657,0.0004999999999999657,0,1.05,0.050000000000000044,1.0306210581877053,0.9685436359146024,1.0379493991898536,1.0306210581877053,3.140290796624407,3.2364498238341586,1.0306210581877053,0.01664298882115271,0.0,0.0,0.8944863875947948,0.9742291002190308,0.8967325608611569,0.9813028540332015,2.493069173789788,2.4893048608993182,0.2659963445111232,0.2580186518867282,0.0004611995238764571,0.01405212519790464,0.013590925674028182,0.0004611995238764571,0.01405212519790464,0.013590925674028182,0.019814780680813243,0.02992901974427328,0.010114239063460036,-0.004186806732991573,0.02177469012754464,0.025961496860536212
